rnd,dato,kamp,res,tilskuere,dommer,season,modstander,mean_tilskuere,kategori,mean_tilskuere_saeson,vff_mal,modstander_mal,vff_mal_kampen_foer,saeson,runde,tilskuere_1,ar,hold,d10_tilskuere,d7_tilskuere,d3_tilskuere,kort,langt,navn,stadion,sponsor_stadion_navn,tilskuere_2,rnd_1,dato_1,kamp_1,hjemme,ude,res_1,tilskuere_3,dommer_1,dato_num,dag,maned,ar_start,ar_slut,ar_1,match_date,saeson_1,kickoff,holiday_name,is_holiday,weekday_num,dagstype,kickoff_hour,kamp_tid,regn_1h_for,regn_dag,temp_kamp,vind_1h,vindstod_1h,skydaekke_kamp,regn_1h_kat,regn_dag_kat,temp_kamp_kat,vind_1h_kat,vindstod_1h_kat,skydaekke_kamp_kat,dato_index,vff_maal_from_res,modstander_maal_from_res
17,2024-12-01,VFF - RFC,1-2,5681,Jens Maae,2024/2025,RFC,5100.875,A,6456.8125,1,2,1,2024/2025,17,5681,2024,VFF-RFC,2848,3854,4906,RFC,Randers FC,Randers Football Club,Cepheus Park Randers,Cepheus Park Randers,10300,17,1.12,VFF - RFC,VFF,RFC,1 - 2,5.681,Jens Maae,1.12,1,12,2024,2025,2024,20058,2024/2025,1733058000,Ingen,0,7,Weekend,14,Eftermiddag,0,0,6.885714285714286,3.35,5.95,100,Ingen regn før kamp,Tør dag,Koldt,Svag vind,Let vindstød,Overskyet,01/12/2024,1,2
19,2025-02-24,VFF - SIF,1-4,5208,Michael Tykgaard,2024/2025,SIF,3875.1538461538466,B,6456.8125,1,4,1,2024/2025,19,5208,2025,VFF-SIF,2681,3506,4568,SIF,Silkeborg IF,Silkeborg Idrætsforening,JYSK Park,JYSK Park,10000,19,24.02,VFF - SIF,VFF,SIF,1 - 4,5.208,Michael Tykgaard,24.02,24,2,2024,2025,2025,20143,2024/2025,1740420000,Ingen,0,1,Hverdag,19,Aften,1,0,7.828571428571428,4.6,8.5,100,Let regn før kamp,Tør dag,Koldt,Mellem vind,Mellem vindstød,Overskyet,24/02/2025,1,4
20,2025-03-02,VFF - VB,3-1,5346,Mikkel Redder,2024/2025,VB,3865.8,B,6456.8125,3,1,1,2024/2025,20,5346,2025,VFF- VB,2749,3375,4576,VB,Vejle B,Vejle Boldklub,Vejle Stadion,Vejle Stadion,11060,20,2.03,VFF - VB,VFF,VB,3 - 1,5.346,Mikkel Redder,2.03,2,3,2024,2025,2025,20149,2024/2025,1740920400,Ingen,0,7,Weekend,14,Eftermiddag,0,0,9.071428571428571,7.45,12.65,65,Ingen regn før kamp,Tør dag,Koldt,Mellem vind,Mellem vindstød,Let overskyet,02/03/2025,3,1
22,2025-03-16,VFF - FCK,3-2,7750,Jakob Kehlet,2024/2025,FCK,5108.321428571429,A,6456.8125,3,2,3,2024/2025,22,7750,2025,VFF-FCK,2938,4942,6618,FCK,FC København,Football Club København,Parken,Parken,38065,22,16.03,VFF - FCK,VFF,FCK,3 - 2,7.75,Jakob Kehlet,16.03,16,3,2024,2025,2025,20163,2024/2025,1742140800,Ingen,0,7,Weekend,17,Aften,0,0,7.371428571428571,8,13.15,85.71428571428571,Ingen regn før kamp,Tør dag,Koldt,Mellem vind,Mellem vindstød,Overskyet,16/03/2025,3,2
24,2025-04-06,VFF - SJF,2-1,6265,Sandi Putros,2024/2025,SJF,3854.4166666666665,C,6456.8125,2,1,3,2024/2025,24,6265,2025,VFF-SJF,3480,3750,5391,NA,NA,NA,NA,NA,NA,24,6.04,VFF - SJF,VFF,SJF,2 - 1,6.265,Sandi Putros,6.04,6,4,2024,2025,2025,20184,2024/2025,1743940800,Ingen,0,7,Weekend,14,Eftermiddag,0,0,9.914285714285715,1.8,6.2,6.428571428571429,Ingen regn før kamp,Tør dag,Koldt,Svag vind,Let vindstød,Solrigt,06/04/2025,2,1
25,2025-04-13,VFF - SIF,2-1,6002,Mikkel Redder,2024/2025,SIF,3875.1538461538466,B,6456.8125,2,1,2,2024/2025,25,6002,2025,VFF-SIF,3015,3736,5293,SIF,Silkeborg IF,Silkeborg Idrætsforening,JYSK Park,JYSK Park,10000,25,13.04,VFF - SIF,VFF,SIF,2 - 1,6.002,Mikkel Redder,13.04,13,4,2024,2025,2025,20191,2024/2025,1744545600,Ingen,0,7,Weekend,14,Eftermiddag,0,0,14,4.35,9,91.42857142857143,Ingen regn før kamp,Tør dag,Mildt,Mellem vind,Mellem vindstød,Overskyet,13/04/2025,2,1
27,2025-04-21,VFF - LBK,1-1,5536,Mads Kristoffersen,2024/2025,LBK,2988.5294117647054,D,6456.8125,1,1,2,2024/2025,27,5536,2025,VFF-LBK,2484,3236,4661,LBK,Lyngby BK,Lyngby Boldklub af 1921,Lyngby Stadion,Lyngby Stadion,10100,27,21.04,VFF - LBK,VFF,LBK,1 - 1,5.536,Mads Kristoffersen,21.04,21,4,2024,2025,2025,20199,2024/2025,1745236800,2. Påskedag,1,1,Hverdag,14,Eftermiddag,0,0,8.542857142857143,3.6,5.65,100,Ingen regn før kamp,Tør dag,Koldt,Svag vind,Let vindstød,Overskyet,21/04/2025,1,1
30,2025-05-11,VFF - AaB,3-1,5678,Jonas Hansen,2024/2025,AaB,4740.379310344828,A,6456.8125,3,1,1,2024/2025,30,5678,2025,VFF-AaB,2761,3335,4767,AaB,AaB,Aalborg Boldspilklub af 1885,Aalborg Stadion,Aalborg Portland Park,13600,30,11.05,VFF - AaB,VFF,AaB,3 - 1,5.678,Jonas Hansen,11.05,11,5,2024,2025,2025,20219,2024/2025,1746979200,Ingen,0,7,Weekend,18,Aften,0,0,17.414285714285715,3.8499999999999996,8.25,37.142857142857146,Ingen regn før kamp,Tør dag,Mildt,Svag vind,Mellem vindstød,Let overskyet,11/05/2025,3,1
31,2025-05-18,VFF - VB,0-1,6136,Aydin Uslu,2024/2025,VB,3865.8,B,6456.8125,0,1,3,2024/2025,31,6136,2025,VFF- VB,2455,3533,5076,VB,Vejle B,Vejle Boldklub,Vejle Stadion,Vejle Stadion,11060,31,18.05,VFF - VB,VFF,VB,0 - 1,6.136,Aydin Uslu,18.05,18,5,2024,2025,2025,20226,2024/2025,1747569600,Ingen,0,7,Weekend,14,Eftermiddag,0,0,16.914285714285715,6.2,10.8,70.71428571428571,Ingen regn før kamp,Tør dag,Mildt,Mellem vind,Mellem vindstød,Overskyet,18/05/2025,0,1
1,2025-07-18,VFF - FCK,2-3,6696,Sandi Putros,2025/2026,FCK,5108.321428571429,A,6049.333333333333,2,3,0,2025/2026,1,6696,2025,VFF-FCK,2636,4484,5518,FCK,FC København,Football Club København,Parken,Parken,38065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
4,2025-08-08,VFF - SJF,1-0,5622,Mads Kristoffersen,2025/2026,SJF,3854.4166666666665,C,6049.333333333333,1,0,2,2025/2026,4,5622,2025,VFF-SJF,2544,3836,4878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
5,2025-08-17,VFF - SIF,2-3,6387,Jacob Karlsen,2025/2026,SIF,3875.1538461538466,B,6049.333333333333,2,3,1,2025/2026,5,6387,2025,VFF-SIF,2481,3913,5806,SIF,Silkeborg IF,Silkeborg Idrætsforening,JYSK Park,JYSK Park,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
8,2025-09-14,VFF - AGF,1-2,7655,Svend Funder,2025/2026,AGF,4917.59375,A,6049.333333333333,1,2,2,2025/2026,8,7655,2025,VFF-AGF,3520,4440,6305,AGF,AGF,Aarhus Gymnastikforening,Vejlby Stadium,Vejlby Stadium,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
10,2025-09-28,VFF - FCF,2-1,5330,Jakob Kehlet,2025/2026,FCF,5330,A,6049.333333333333,2,1,1,2025/2026,10,5330,2025,VFF-FCF,2755,3344,4531,FCF,FC Fredericia,Fodbold Club Fredericia 1991,Monjasa Park,Monjasa Park,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
12,2025-10-19,VFF - OB,1-2,5560,Sandi Putros,2025/2026,OB,3524.217391304348,C,6049.333333333333,1,2,2,2025/2026,12,5560,2025,VFF- OB,2207,4080,4568,OB,Odense Boldklub,Odense Boldklub,Odense Stadion,Nature Energy Park,15790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
14,2025-11-02,VFF - RFC,3-2,5028,Jakob Kehlet,2025/2026,RFC,5100.875,A,6049.333333333333,3,2,1,2025/2026,14,5028,2025,VFF-RFC,2072,3643,4462,RFC,Randers FC,Randers Football Club,Cepheus Park Randers,Cepheus Park Randers,10300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2
16,2025-11-23,VFF - VB,5-2,4467,Svend Funder,2025/2026,VB,3865.8,B,6049.333333333333,5,2,3,2025/2026,16,4467,2025,VFF- VB,2021,2470,3778,VB,Vejle B,Vejle Boldklub,Vejle Stadion,Vejle Stadion,11060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2
18,2025-12-07,VFF - FCM,3-3,7699,Michael Tykgaard,2025/2026,FCM,5296.0526315789475,A,6049.333333333333,3,3,5,2025/2026,18,7699,2025,VFF-FCM,3062,4737,6642,FCM,FC Midtjylland,Football Club Midtjylland,MCH Arena,MCH Arena,12148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3
20,2026-02-15,VFF - BIF,,NA,,2025/2026,BIF,6615.142857142857,A,6049.333333333333,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,BIF,Brøndby IF,Brøndbyernes Idrætsforening,Brøndby Stadion,Vilfort Park,28000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2026-03-01,VFF - FCN,,NA,,2025/2026,FCN,4216.444444444444,B,6049.333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FCN,FC Nordsjælland,Football Club Nordsjælland,Farum Park,Right to Dream Park,10300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
